"Diviziuni de marfuri si servicii, conform clasificatorului COICOP",Ani,Luni,value
06 Sanatate,1995,Iunie,..
06 Sanatate,1995,Iulie,..
06 Sanatate,1995,August,..
06 Sanatate,1995,Septembrie,..
06 Sanatate,1995,Octombrie,..
06 Sanatate,1995,Noiembrie,..
06 Sanatate,1995,Decembrie,..
06 Sanatate,1996,Ianuarie,..
06 Sanatate,1996,Februarie,..
06 Sanatate,1996,Martie,..
06 Sanatate,1996,Aprilie,..
06 Sanatate,1996,Mai,..
06 Sanatate,1996,Iunie,..
06 Sanatate,1996,Iulie,..
06 Sanatate,1996,August,..
06 Sanatate,1996,Septembrie,..
06 Sanatate,1996,Octombrie,..
06 Sanatate,1996,Noiembrie,..
06 Sanatate,1996,Decembrie,..
06 Sanatate,1997,Ianuarie,..
06 Sanatate,1997,Februarie,..
06 Sanatate,1997,Martie,..
06 Sanatate,1997,Aprilie,..
06 Sanatate,1997,Mai,..
06 Sanatate,1997,Iunie,..
06 Sanatate,1997,Iulie,..
06 Sanatate,1997,August,..
06 Sanatate,1997,Septembrie,..
06 Sanatate,1997,Octombrie,..
06 Sanatate,1997,Noiembrie,..
06 Sanatate,1997,Decembrie,..
06 Sanatate,1998,Ianuarie,..
06 Sanatate,1998,Februarie,..
06 Sanatate,1998,Martie,..
06 Sanatate,1998,Aprilie,..
06 Sanatate,1998,Mai,..
06 Sanatate,1998,Iunie,..
06 Sanatate,1998,Iulie,..
06 Sanatate,1998,August,..
06 Sanatate,1998,Septembrie,..
06 Sanatate,1998,Octombrie,..
06 Sanatate,1998,Noiembrie,..
06 Sanatate,1998,Decembrie,..
06 Sanatate,1999,Ianuarie,..
06 Sanatate,1999,Februarie,..
06 Sanatate,1999,Martie,..
06 Sanatate,1999,Aprilie,..
06 Sanatate,1999,Mai,..
06 Sanatate,1999,Iunie,..
06 Sanatate,1999,Iulie,..
06 Sanatate,1999,August,..
06 Sanatate,1999,Septembrie,..
06 Sanatate,1999,Octombrie,..
06 Sanatate,1999,Noiembrie,..
06 Sanatate,1999,Decembrie,..
06 Sanatate,2000,Ianuarie,..
06 Sanatate,2000,Februarie,..
06 Sanatate,2000,Martie,..
06 Sanatate,2000,Aprilie,..
06 Sanatate,2000,Mai,..
06 Sanatate,2000,Iunie,..
06 Sanatate,2000,Iulie,..
06 Sanatate,2000,August,..
06 Sanatate,2000,Septembrie,..
06 Sanatate,2000,Octombrie,..
06 Sanatate,2000,Noiembrie,..
06 Sanatate,2000,Decembrie,..
06 Sanatate,2001,Ianuarie,..
06 Sanatate,2001,Februarie,..
06 Sanatate,2001,Martie,..
06 Sanatate,2001,Aprilie,..
06 Sanatate,2001,Mai,..
06 Sanatate,2001,Iunie,..
06 Sanatate,2001,Iulie,..
06 Sanatate,2001,August,..
06 Sanatate,2001,Septembrie,..
06 Sanatate,2001,Octombrie,..
06 Sanatate,2001,Noiembrie,..
06 Sanatate,2001,Decembrie,..
06 Sanatate,2002,Ianuarie,..
06 Sanatate,2002,Februarie,..
06 Sanatate,2002,Martie,..
06 Sanatate,2002,Aprilie,..
06 Sanatate,2002,Mai,..
06 Sanatate,2002,Iunie,..
06 Sanatate,2002,Iulie,..
06 Sanatate,2002,August,..
06 Sanatate,2002,Septembrie,..
06 Sanatate,2002,Octombrie,..
06 Sanatate,2002,Noiembrie,..
06 Sanatate,2002,Decembrie,..
06 Sanatate,2003,Ianuarie,..
06 Sanatate,2003,Februarie,..
06 Sanatate,2003,Martie,..
06 Sanatate,2003,Aprilie,..
06 Sanatate,2003,Mai,..
06 Sanatate,2003,Iunie,..
06 Sanatate,2003,Iulie,..
06 Sanatate,2003,August,..
06 Sanatate,2003,Septembrie,..
06 Sanatate,2003,Octombrie,..
06 Sanatate,2003,Noiembrie,..
06 Sanatate,2003,Decembrie,..
06 Sanatate,2004,Ianuarie,..
06 Sanatate,2004,Februarie,..
06 Sanatate,2004,Martie,..
06 Sanatate,2004,Aprilie,..
06 Sanatate,2004,Mai,..
06 Sanatate,2004,Iunie,..
06 Sanatate,2004,Iulie,..
06 Sanatate,2004,August,..
06 Sanatate,2004,Septembrie,..
06 Sanatate,2004,Octombrie,..
06 Sanatate,2004,Noiembrie,..
06 Sanatate,2004,Decembrie,..
06 Sanatate,2005,Ianuarie,..
06 Sanatate,2005,Februarie,..
06 Sanatate,2005,Martie,..
06 Sanatate,2005,Aprilie,..
06 Sanatate,2005,Mai,..
06 Sanatate,2005,Iunie,..
06 Sanatate,2005,Iulie,..
06 Sanatate,2005,August,..
06 Sanatate,2005,Septembrie,..
06 Sanatate,2005,Octombrie,..
06 Sanatate,2005,Noiembrie,..
06 Sanatate,2005,Decembrie,..
06 Sanatate,2006,Ianuarie,..
06 Sanatate,2006,Februarie,..
06 Sanatate,2006,Martie,..
06 Sanatate,2006,Aprilie,..
06 Sanatate,2006,Mai,..
06 Sanatate,2006,Iunie,..
06 Sanatate,2006,Iulie,..
06 Sanatate,2006,August,..
06 Sanatate,2006,Septembrie,..
06 Sanatate,2006,Octombrie,..
06 Sanatate,2006,Noiembrie,..
06 Sanatate,2006,Decembrie,..
06 Sanatate,2007,Ianuarie,..
06 Sanatate,2007,Februarie,..
06 Sanatate,2007,Martie,..
06 Sanatate,2007,Aprilie,..
06 Sanatate,2007,Mai,..
06 Sanatate,2007,Iunie,..
06 Sanatate,2007,Iulie,..
06 Sanatate,2007,August,..
06 Sanatate,2007,Septembrie,..
06 Sanatate,2007,Octombrie,..
06 Sanatate,2007,Noiembrie,..
06 Sanatate,2007,Decembrie,..
06 Sanatate,2008,Ianuarie,..
06 Sanatate,2008,Februarie,..
06 Sanatate,2008,Martie,..
06 Sanatate,2008,Aprilie,..
06 Sanatate,2008,Mai,..
06 Sanatate,2008,Iunie,..
06 Sanatate,2008,Iulie,..
06 Sanatate,2008,August,..
06 Sanatate,2008,Septembrie,..
06 Sanatate,2008,Octombrie,..
06 Sanatate,2008,Noiembrie,..
06 Sanatate,2008,Decembrie,..
06 Sanatate,2009,Ianuarie,..
06 Sanatate,2009,Februarie,..
06 Sanatate,2009,Martie,..
06 Sanatate,2009,Aprilie,..
06 Sanatate,2009,Mai,..
06 Sanatate,2009,Iunie,..
06 Sanatate,2009,Iulie,..
06 Sanatate,2009,August,..
06 Sanatate,2009,Septembrie,..
06 Sanatate,2009,Octombrie,..
06 Sanatate,2009,Noiembrie,..
06 Sanatate,2009,Decembrie,..
06 Sanatate,2010,Ianuarie,..
06 Sanatate,2010,Februarie,..
06 Sanatate,2010,Martie,..
06 Sanatate,2010,Aprilie,..
06 Sanatate,2010,Mai,..
06 Sanatate,2010,Iunie,..
06 Sanatate,2010,Iulie,..
06 Sanatate,2010,August,..
06 Sanatate,2010,Septembrie,..
06 Sanatate,2010,Octombrie,..
06 Sanatate,2010,Noiembrie,..
06 Sanatate,2010,Decembrie,..
06 Sanatate,2011,Ianuarie,..
06 Sanatate,2011,Februarie,..
06 Sanatate,2011,Martie,..
06 Sanatate,2011,Aprilie,..
06 Sanatate,2011,Mai,..
06 Sanatate,2011,Iunie,..
06 Sanatate,2011,Iulie,..
06 Sanatate,2011,August,..
06 Sanatate,2011,Septembrie,..
06 Sanatate,2011,Octombrie,..
06 Sanatate,2011,Noiembrie,..
06 Sanatate,2011,Decembrie,..
06 Sanatate,2012,Ianuarie,..
06 Sanatate,2012,Februarie,..
06 Sanatate,2012,Martie,..
06 Sanatate,2012,Aprilie,..
06 Sanatate,2012,Mai,..
06 Sanatate,2012,Iunie,..
06 Sanatate,2012,Iulie,..
06 Sanatate,2012,August,..
06 Sanatate,2012,Septembrie,..
06 Sanatate,2012,Octombrie,..
06 Sanatate,2012,Noiembrie,..
06 Sanatate,2012,Decembrie,..
06 Sanatate,2013,Ianuarie,..
06 Sanatate,2013,Februarie,..
06 Sanatate,2013,Martie,..
06 Sanatate,2013,Aprilie,..
06 Sanatate,2013,Mai,..
06 Sanatate,2013,Iunie,..
06 Sanatate,2013,Iulie,..
06 Sanatate,2013,August,..
06 Sanatate,2013,Septembrie,..
06 Sanatate,2013,Octombrie,..
06 Sanatate,2013,Noiembrie,..
06 Sanatate,2013,Decembrie,..
06 Sanatate,2014,Ianuarie,..
06 Sanatate,2014,Februarie,..
06 Sanatate,2014,Martie,..
06 Sanatate,2014,Aprilie,..
06 Sanatate,2014,Mai,..
06 Sanatate,2014,Iunie,..
06 Sanatate,2014,Iulie,..
06 Sanatate,2014,August,..
06 Sanatate,2014,Septembrie,..
06 Sanatate,2014,Octombrie,..
06 Sanatate,2014,Noiembrie,..
06 Sanatate,2014,Decembrie,..
06 Sanatate,2015,Ianuarie,91.87
06 Sanatate,2015,Februarie,94.87
06 Sanatate,2015,Martie,97.08
06 Sanatate,2015,Aprilie,97.96
06 Sanatate,2015,Mai,98.55
06 Sanatate,2015,Iunie,99.46
06 Sanatate,2015,Iulie,100.71
06 Sanatate,2015,August,101.84
06 Sanatate,2015,Septembrie,103.12
06 Sanatate,2015,Octombrie,104.37
06 Sanatate,2015,Noiembrie,104.95
06 Sanatate,2015,Decembrie,105.22
06 Sanatate,2016,Ianuarie,105.79
06 Sanatate,2016,Februarie,106.21
06 Sanatate,2016,Martie,106.55
06 Sanatate,2016,Aprilie,105.30
06 Sanatate,2016,Mai,105.57
06 Sanatate,2016,Iunie,106.20
06 Sanatate,2016,Iulie,106.27
06 Sanatate,2016,August,106.12
06 Sanatate,2016,Septembrie,106.04
06 Sanatate,2016,Octombrie,104.82
06 Sanatate,2016,Noiembrie,104.64
06 Sanatate,2016,Decembrie,105.11
06 Sanatate,2017,Ianuarie,104.82
06 Sanatate,2017,Februarie,116.69
06 Sanatate,2017,Martie,121.10
06 Sanatate,2017,Aprilie,121.04
06 Sanatate,2017,Mai,120.95
06 Sanatate,2017,Iunie,120.31
06 Sanatate,2017,Iulie,119.95
06 Sanatate,2017,August,119.94
06 Sanatate,2017,Septembrie,119.58
06 Sanatate,2017,Octombrie,119.15
06 Sanatate,2017,Noiembrie,118.84
06 Sanatate,2017,Decembrie,118.63
06 Sanatate,2018,Ianuarie,117.59
06 Sanatate,2018,Februarie,117.60
06 Sanatate,2018,Martie,116.50
06 Sanatate,2018,Aprilie,116.42
06 Sanatate,2018,Mai,116.19
06 Sanatate,2018,Iunie,116.26
06 Sanatate,2018,Iulie,115.90
06 Sanatate,2018,August,115.34
06 Sanatate,2018,Septembrie,114.47
06 Sanatate,2018,Octombrie,114.16
06 Sanatate,2018,Noiembrie,113.91
06 Sanatate,2018,Decembrie,113.70
06 Sanatate,2019,Ianuarie,114.09
06 Sanatate,2019,Februarie,114.14
06 Sanatate,2019,Martie,114.07
06 Sanatate,2019,Aprilie,113.88
06 Sanatate,2019,Mai,114.18
06 Sanatate,2019,Iunie,114.16
06 Sanatate,2019,Iulie,114.49
06 Sanatate,2019,August,115.00
06 Sanatate,2019,Septembrie,115.48
06 Sanatate,2019,Octombrie,115.98
06 Sanatate,2019,Noiembrie,115.70
06 Sanatate,2019,Decembrie,115.55
06 Sanatate,2020,Ianuarie,115.23
06 Sanatate,2020,Februarie,114.95
06 Sanatate,2020,Martie,115.14
06 Sanatate,2020,Aprilie,114.97
06 Sanatate,2020,Mai,115.01
06 Sanatate,2020,Iunie,115.33
06 Sanatate,2020,Iulie,115.74
06 Sanatate,2020,August,115.95
06 Sanatate,2020,Septembrie,116.41
06 Sanatate,2020,Octombrie,116.62
06 Sanatate,2020,Noiembrie,116.94
06 Sanatate,2020,Decembrie,117.08
06 Sanatate,2021,Ianuarie,117.20
06 Sanatate,2021,Februarie,117.29
06 Sanatate,2021,Martie,117.59
06 Sanatate,2021,Aprilie,117.76
06 Sanatate,2021,Mai,118.11
06 Sanatate,2021,Iunie,118.48
06 Sanatate,2021,Iulie,119.10
06 Sanatate,2021,August,120.46
06 Sanatate,2021,Septembrie,122.06
06 Sanatate,2021,Octombrie,122.61
06 Sanatate,2021,Noiembrie,123.08
06 Sanatate,2021,Decembrie,124.25
06 Sanatate,2022,Ianuarie,125.50
06 Sanatate,2022,Februarie,127.19
06 Sanatate,2022,Martie,128.80
06 Sanatate,2022,Aprilie,129.72
06 Sanatate,2022,Mai,130.36
06 Sanatate,2022,Iunie,132.25
06 Sanatate,2022,Iulie,132.89
06 Sanatate,2022,August,133.36
06 Sanatate,2022,Septembrie,134.16
06 Sanatate,2022,Octombrie,134.83
06 Sanatate,2022,Noiembrie,135.13
06 Sanatate,2022,Decembrie,135.40
06 Sanatate,2023,Ianuarie,134.15
06 Sanatate,2023,Februarie,134.72
06 Sanatate,2023,Martie,135.61
06 Sanatate,2023,Aprilie,136.32
06 Sanatate,2023,Mai,136.85
06 Sanatate,2023,Iunie,137.08
06 Sanatate,2023,Iulie,136.95
06 Sanatate,2023,August,136.80
06 Sanatate,2023,Septembrie,136.74
06 Sanatate,2023,Octombrie,136.94
06 Sanatate,2023,Noiembrie,138.58
06 Sanatate,2023,Decembrie,139.12
06 Sanatate,2024,Ianuarie,140.32
06 Sanatate,2024,Februarie,140.74
06 Sanatate,2024,Martie,141.31
06 Sanatate,2024,Aprilie,142.30
06 Sanatate,2024,Mai,143.08
06 Sanatate,2024,Iunie,144.01
06 Sanatate,2024,Iulie,153.16
06 Sanatate,2024,August,154.97
06 Sanatate,2024,Septembrie,155.70
06 Sanatate,2024,Octombrie,156.42
06 Sanatate,2024,Noiembrie,156.99
06 Sanatate,2024,Decembrie,157.44
06 Sanatate,2025,Ianuarie,158.20
06 Sanatate,2025,Februarie,158.93
06 Sanatate,2025,Martie,159.76
06 Sanatate,2025,Aprilie,159.79
06 Sanatate,2025,Mai,159.97
06 Sanatate,2025,Iunie,160.21
06 Sanatate,2025,Iulie,160.29
06 Sanatate,2025,August,160.50
06 Sanatate,2025,Septembrie,160.32
06 Sanatate,2025,Octombrie,160.35
06 Sanatate,2025,Noiembrie,161.09
06 Sanatate,2025,Decembrie,161.27
06 Sanatate,2026,Ianuarie,162.83
06 Sanatate,2026,Februarie,163.04
06 Sanatate,2026,Martie,163.47
06 Sanatate,2026,Aprilie,163.80
06 Sanatate,2026,Mai,164.34
06 Sanatate,2026,Iunie,..
06 Sanatate,2026,Iulie,..
06 Sanatate,2026,August,..
06 Sanatate,2026,Septembrie,..
06 Sanatate,2026,Octombrie,..
06 Sanatate,2026,Noiembrie,..
06 Sanatate,2026,Decembrie,..
07 Transportul,1994,Ianuarie,..
07 Transportul,1994,Februarie,..
07 Transportul,1994,Martie,..
07 Transportul,1994,Aprilie,..
07 Transportul,1994,Mai,..
07 Transportul,1994,Iunie,..
07 Transportul,1994,Iulie,..
07 Transportul,1994,August,..
07 Transportul,1994,Septembrie,..
07 Transportul,1994,Octombrie,..
07 Transportul,1994,Noiembrie,..
07 Transportul,1994,Decembrie,..
07 Transportul,1995,Ianuarie,..
07 Transportul,1995,Februarie,..
07 Transportul,1995,Martie,..
07 Transportul,1995,Aprilie,..
07 Transportul,1995,Mai,..
07 Transportul,1995,Iunie,..
07 Transportul,1995,Iulie,..
07 Transportul,1995,August,..
07 Transportul,1995,Septembrie,..
07 Transportul,1995,Octombrie,..
07 Transportul,1995,Noiembrie,..
07 Transportul,1995,Decembrie,..
07 Transportul,1996,Ianuarie,..
07 Transportul,1996,Februarie,..
07 Transportul,1996,Martie,..
07 Transportul,1996,Aprilie,..
07 Transportul,1996,Mai,..
07 Transportul,1996,Iunie,..
07 Transportul,1996,Iulie,..
07 Transportul,1996,August,..
07 Transportul,1996,Septembrie,..
07 Transportul,1996,Octombrie,..
07 Transportul,1996,Noiembrie,..
07 Transportul,1996,Decembrie,..
07 Transportul,1997,Ianuarie,..
07 Transportul,1997,Februarie,..
07 Transportul,1997,Martie,..
07 Transportul,1997,Aprilie,..
07 Transportul,1997,Mai,..
07 Transportul,1997,Iunie,..
07 Transportul,1997,Iulie,..
07 Transportul,1997,August,..
07 Transportul,1997,Septembrie,..
07 Transportul,1997,Octombrie,..
07 Transportul,1997,Noiembrie,..
07 Transportul,1997,Decembrie,..
07 Transportul,1998,Ianuarie,..
07 Transportul,1998,Februarie,..
07 Transportul,1998,Martie,..
07 Transportul,1998,Aprilie,..
07 Transportul,1998,Mai,..
07 Transportul,1998,Iunie,..
07 Transportul,1998,Iulie,..
07 Transportul,1998,August,..
07 Transportul,1998,Septembrie,..
07 Transportul,1998,Octombrie,..
07 Transportul,1998,Noiembrie,..
07 Transportul,1998,Decembrie,..
07 Transportul,1999,Ianuarie,..
07 Transportul,1999,Februarie,..
07 Transportul,1999,Martie,..
07 Transportul,1999,Aprilie,..
07 Transportul,1999,Mai,..
07 Transportul,1999,Iunie,..
07 Transportul,1999,Iulie,..
07 Transportul,1999,August,..
07 Transportul,1999,Septembrie,..
07 Transportul,1999,Octombrie,..
07 Transportul,1999,Noiembrie,..
07 Transportul,1999,Decembrie,..
07 Transportul,2000,Ianuarie,..
07 Transportul,2000,Februarie,..
07 Transportul,2000,Martie,..
07 Transportul,2000,Aprilie,..
07 Transportul,2000,Mai,..
07 Transportul,2000,Iunie,..
07 Transportul,2000,Iulie,..
07 Transportul,2000,August,..
07 Transportul,2000,Septembrie,..
07 Transportul,2000,Octombrie,..
07 Transportul,2000,Noiembrie,..
07 Transportul,2000,Decembrie,..
07 Transportul,2001,Ianuarie,..
07 Transportul,2001,Februarie,..
07 Transportul,2001,Martie,..
07 Transportul,2001,Aprilie,..
07 Transportul,2001,Mai,..
07 Transportul,2001,Iunie,..
07 Transportul,2001,Iulie,..
07 Transportul,2001,August,..
07 Transportul,2001,Septembrie,..
07 Transportul,2001,Octombrie,..
07 Transportul,2001,Noiembrie,..
07 Transportul,2001,Decembrie,..
07 Transportul,2002,Ianuarie,..
07 Transportul,2002,Februarie,..
07 Transportul,2002,Martie,..
07 Transportul,2002,Aprilie,..
07 Transportul,2002,Mai,..
07 Transportul,2002,Iunie,..
07 Transportul,2002,Iulie,..
07 Transportul,2002,August,..
07 Transportul,2002,Septembrie,..
07 Transportul,2002,Octombrie,..
